gisjoin,YEAR,STATE,COUNTY,Total Population 2016,Median Age,white %,black %,Amerindian %,asian %,Pacific %,Other %,Multi %,hispanic %,Asian/Pac/Other/Multi?,Bachelor Above %,Median Household Income,2016_votes,County Power Index 2016
G3600510,2012-2016,New York,Livingston County,64622,40.4,0.911345981,0.023505927,0.001671257,0.013679552,0.000263068,0.000665408,0.015474606,0.0333942,0.030082634,0.244761972,52724,31363,0.00445107
G3600530,2012-2016,New York,Madison County,72089,41.1,0.934941531,0.017395164,0.005687414,0.008558865,0.000443896,0.0006381,0.011971313,0.020363717,0.021612174,0.267109188,55858,27392,0.0038875
G3600550,2012-2016,New York,Monroe County,749236,38.6,0.713293275,0.144979686,0.002000705,0.035388049,0.000205543,0.002393104,0.02053692,0.081202719,0.058523616,0.366647149,53568,320164,0.04543799
G3600570,2012-2016,New York,Montgomery County,49667,41.3,0.83349105,0.013409306,0.000583889,0.007167737,0,0.002959712,0.0167717,0.125616607,0.026899148,0.159653068,44455,17438,0.00247482
G3600590,2012-2016,New York,Nassau County,1356801,41.4,0.621994677,0.109865043,0.001172611,0.086784282,0.000161409,0.004602738,0.014615997,0.160803242,0.106164427,0.435438854,102044,599649,0.08510277
G3600610,2012-2016,New York,New York County,1634989,36.7,0.470705308,0.125999625,0.001277684,0.116605066,0.000430584,0.00412174,0.021820942,0.259039052,0.142978332,0.604346396,75513,591368,0.08392752
G3600630,2012-2016,New York,Niagara County,213374,42.9,0.8631464,0.070861492,0.009673156,0.010465193,0.000440541,0.001330996,0.018048122,0.0260341,0.030284852,0.234944852,50094,86000,0.0122052
G3600650,2012-2016,New York,Oneida County,232858,41.2,0.830420256,0.056656847,0.001571773,0.037855689,0.000274846,0.0013184,0.019767412,0.052134777,0.059216346,0.237874033,49838,83876,0.01190376
G3600670,2012-2016,New York,Onondaga County,468050,38.8,0.776015383,0.10652708,0.005369085,0.03645337,0.000282021,0.002033971,0.027702169,0.045616921,0.066471531,0.343202478,55717,191962,0.02724343
G3600690,2012-2016,New York,Ontario County,109450,43.3,0.906002741,0.022987666,0.002293285,0.011914116,0.001087254,0.00120603,0.012087711,0.042421197,0.026295112,0.320787729,58070,47664,0.00676452
G3600710,2012-2016,New York,Orange County,376242,36.9,0.660064533,0.094293035,0.001887083,0.025770648,0.000103657,0.003678484,0.020505419,0.193697142,0.050058207,0.286973605,71910,140753,0.0199758
G3600730,2012-2016,New York,Orleans County,41938,42.6,0.867208737,0.060017168,0.003505174,0.006604988,0.000667652,0.000548429,0.01504602,0.046401831,0.02286709,0.158679912,48731,16722,0.0023732
G3600750,2012-2016,New York,Oswego County,120513,39.5,0.944711359,0.007617435,0.001186594,0.006538714,8.30E-05,0.000796595,0.015259765,0.02380656,0.022678051,0.180326642,49571,44122,0.00626184
G3600770,2012-2016,New York,Otsego County,60979,41.6,0.918020958,0.016841864,0.001721904,0.011905738,1.64E-05,0.001508716,0.015365946,0.034618475,0.028796799,0.285033485,49689,23024,0.00326759
G3600790,2012-2016,New York,Putnam County,99408,43.4,0.807530581,0.022523338,0.000845002,0.022181313,0.000150893,0.002484709,0.012846049,0.131438114,0.037662965,0.389327638,97606,44186,0.00627092
G3600810,2012-2016,New York,Queens County,2310011,37.9,0.256341204,0.17263381,0.002158864,0.24626333,0.000377487,0.020347089,0.021790805,0.280087411,0.288778711,0.305957891,59758,627021,0.08898743
G3600830,2012-2016,New York,Rensselaer County,159959,39.8,0.842922249,0.05783357,0.000431361,0.024124932,0,0.002488138,0.027300746,0.044899005,0.053913815,0.293106425,61754,65991,0.00936551
G3600850,2012-2016,New York,Richmond County,473324,39.6,0.626078542,0.094163829,0.00118946,0.079393819,0.000416205,0.003285276,0.015640449,0.179832419,0.09873575,0.313596843,74021,167209,0.02373046
G3600870,2012-2016,New York,Rockland County,322642,36.3,0.635952542,0.115304269,0.001354442,0.060178154,4.03E-05,0.003694497,0.013938049,0.169537754,0.077850993,0.404227857,86134,123943,0.01759011
G3600890,2012-2016,New York,St. Lawrence County,111529,38,0.921096755,0.02220947,0.007746864,0.011010589,0.000349685,0.000753167,0.014462606,0.022370863,0.026576047,0.227720714,46313,35154,0.00498909
G3600910,2012-2016,New York,Saratoga County,224929,42,0.913434906,0.014546813,0.001653855,0.026506142,0.000146713,0.001107016,0.014013311,0.028591244,0.041773182,0.396495819,74080,104089,0.01477241
G3600930,2012-2016,New York,Schenectady County,154845,39.9,0.742897736,0.092905809,0.002047208,0.044102167,0.000329362,0.021589331,0.030482095,0.065646291,0.096502955,0.305815181,59959,61629,0.00874645
G3600950,2012-2016,New York,Schoharie County,31667,43.6,0.935326997,0.013894591,0.001010516,0.007799918,0,0.000284208,0.011905138,0.029778634,0.019989263,0.204848815,50607,12673,0.00179856
G3600970,2012-2016,New York,Schuyler County,18336,46,0.953370419,0.008235166,0.002563264,0.005181065,0,0.000163613,0.013252618,0.017233857,0.018597295,0.208405513,47229,8423,0.0011954
G3600990,2012-2016,New York,Seneca County,35036,42.2,0.894308711,0.043069985,0.003425049,0.007420938,0.000228337,0.000570841,0.018894851,0.032081288,0.027114967,0.199887659,50073,12727,0.00180623
G3601010,2012-2016,New York,Steuben County,98151,42.3,0.938869701,0.014773156,0.001141099,0.014834286,8.15E-05,0.000611303,0.014059969,0.01562898,0.029587065,0.223484793,48823,38373,0.00544593
G3601030,2012-2016,New York,Suffolk County,1498130,40.9,0.691811125,0.071690708,0.00143045,0.037491406,0.000204922,0.002846882,0.012760575,0.181763932,0.053303785,0.34384794,90128,625720,0.08880279
G3601050,2012-2016,New York,Sullivan County,75818,42.5,0.729523332,0.076841911,0.000989211,0.015576776,0,0.002571949,0.024690707,0.149806115,0.042839431,0.223557148,52027,26509,0.00376218
G3601070,2012-2016,New York,Tioga County,49649,43.9,0.954540877,0.007130053,0.000120848,0.006727225,0,0.000886221,0.013635723,0.016959053,0.021249169,0.250364484,58115,20556,0.00291733
G3601090,2012-2016,New York,Tompkins County,104268,30.3,0.777860897,0.035849925,0.002666206,0.101306249,9.59E-06,0.002551118,0.032512372,0.047243641,0.13637933,0.516022525,54133,37747,0.00535709
G3601110,2012-2016,New York,Ulster County,180505,43.4,0.802182765,0.052414061,0.000592781,0.019257084,0.000232681,0.002864187,0.02615994,0.096296501,0.048513892,0.309708174,60393,77134,0.01094693
G3601130,2012-2016,New York,Warren County,64911,45.6,0.944416201,0.011354008,0.002588159,0.008996934,0.000878125,0.001001371,0.008596386,0.022168816,0.019472817,0.284168793,57174,27568,0.00391248
G3601150,2012-2016,New York,Washington County,62465,43.2,0.927383335,0.028592012,0.002385336,0.004674618,0,0.000864484,0.010790042,0.025310174,0.016329144,0.202460151,51449,22401,0.00317917
G3601170,2012-2016,New York,Wayne County,91874,43.4,0.903520038,0.030487407,0.001480288,0.006541568,0.000663953,0.000696606,0.015553911,0.041056229,0.023456038,0.212163897,51627,36598,0.00519402
G3601190,2012-2016,New York,Westchester County,969229,40.5,0.549477987,0.134668897,0.001383574,0.056721373,0.000155794,0.003768975,0.017715112,0.236108288,0.078361254,0.473036506,86226,378506,0.05371794
G3601210,2012-2016,New York,Wyoming County,41239,41.4,0.898857877,0.051601639,0.003540338,0.003370596,0,0,0.010572516,0.032057033,0.013943112,0.149966171,53612,16280,0.00231047
G3601230,2012-2016,New York,Yates County,25106,41.5,0.952919621,0.007328925,0.000756791,0.008962001,3.98E-05,0.000557636,0.008802677,0.020632518,0.018362145,0.231593039,50105,8975,0.00127374
G3700010,2012-2016,North Carolina,Alamance County,156372,39.6,0.655130074,0.184265725,0.002430103,0.014158545,0.001803392,0.001189471,0.020291357,0.120731333,0.037442765,0.220726425,43209,69264,0.01496154
G3700030,2012-2016,North Carolina,Alexander County,37211,42.4,0.873451399,0.05732176,0.000967456,0.011555723,0.000940582,0,0.011098869,0.044664212,0.023595173,0.133221745,40404,18011,0.00389051
G3700050,2012-2016,North Carolina,Alleghany County,10868,48.5,0.875322046,0.024107471,0.000920132,0.001564225,0,0,0.004784689,0.093301435,0.006348914,0.186113189,38352,5214,0.00112626
G3700070,2012-2016,North Carolina,Anson County,25883,39.9,0.450913727,0.487269636,0.002588572,0.011629255,0,0.000309083,0.010972453,0.036317274,0.022910791,0.095269527,34656,10394,0.00224518
G3700090,2012-2016,North Carolina,Ashe County,26992,46.9,0.92612626,0.007150267,0.003408417,0.003149081,0.00055572,0,0.008409899,0.051200356,0.012114701,0.19529435,37360,13160,0.00284266
G3700110,2012-2016,North Carolina,Avery County,17633,44,0.892134067,0.036919412,0.004877219,0.004820507,0,0.000170136,0.010945386,0.050133273,0.015936029,0.198020556,35891,8060,0.00174102
G3700130,2012-2016,North Carolina,Beaufort County,47513,45.2,0.659251152,0.252436175,0.001136531,0.000715594,4.21E-05,0.000294656,0.011344264,0.074779534,0.012396607,0.185641298,40906,23599,0.00509756
G3700150,2012-2016,North Carolina,Bertie County,20324,45,0.345404448,0.61892344,0.005264712,0.005559929,9.84E-05,0,0.005363117,0.019385948,0.011021452,0.115415496,31129,9380,0.00202615
G3700170,2012-2016,North Carolina,Bladen County,34454,42.9,0.542404365,0.347216579,0.022377663,0.000580484,0,0.004934115,0.007604342,0.074882452,0.013118941,0.14818328,30408,15743,0.0034006
G3700190,2012-2016,North Carolina,Brunswick County,119167,50.9,0.814730588,0.104064045,0.002744048,0.006646135,0.004690896,0.000990207,0.018805542,0.047328539,0.03113278,0.269916843,49356,67255,0.01452758
G3700210,2012-2016,North Carolina,Buncombe County,250112,41.7,0.838988133,0.060544876,0.003442458,0.011482856,0.000907593,0.00075966,0.020950614,0.06292381,0.034100723,0.365743832,46902,134507,0.02905451
G3700230,2012-2016,North Carolina,Burke County,89082,43.3,0.822871063,0.061078557,0.004692306,0.036337307,3.37E-05,0.002694147,0.014256528,0.058036416,0.053321659,0.168668597,39759,37638,0.00813009
G3700250,2012-2016,North Carolina,Cabarrus County,192296,37.7,0.689837542,0.162530682,0.002823772,0.027124849,0.000270416,0.001523693,0.017722678,0.098166369,0.046641636,0.28615745,58970,91002,0.01965711
G3700270,2012-2016,North Carolina,Caldwell County,81623,43.5,0.881932789,0.048111439,0.00422675,0.005709175,0.000306286,0.001200642,0.009531627,0.048981292,0.01674773,0.137928062,37118,35747,0.00772162
G3700290,2012-2016,North Carolina,Camden County,10228,40.9,0.80445835,0.141767697,0.000879937,0.02014079,0,0,0.006257333,0.026495894,0.026398123,0.203585147,60714,4939,0.00106686
G3700310,2012-2016,North Carolina,Carteret County,68537,46.9,0.863518975,0.05712243,0.003516349,0.011701709,0,0.000977574,0.021579585,0.041583378,0.034258867,0.259393868,50599,36919,0.00797478
G3700330,2012-2016,North Carolina,Caswell County,23094,45.3,0.612150342,0.325019486,0.001039231,0.005759072,0.00134234,0,0.019052568,0.035636962,0.026153979,0.131924716,38310,10515,0.00227132
G3700350,2012-2016,North Carolina,Catawba County,155461,41.1,0.766513788,0.08339069,0.002482938,0.039225272,0,0.002527965,0.016087636,0.089771711,0.057840873,0.216111825,45450,71065,0.01535057
G3700370,2012-2016,North Carolina,Chatham County,68778,46.9,0.717104307,0.116941464,0.002297246,0.014176045,0.0006252,0.003358632,0.021911076,0.12358603,0.040070953,0.388068844,58555,39080,0.00844157
G3700390,2012-2016,North Carolina,Cherokee County,27226,50.4,0.917064571,0.013773599,0.013553221,0.006097113,0,0.000404026,0.020458385,0.028649085,0.026959524,0.19235792,35284,13860,0.00299386
G3700410,2012-2016,North Carolina,Chowan County,14556,45.3,0.600164881,0.335119538,0.012228634,0.002473207,0.0001374,0.004946414,0.01085463,0.034075295,0.018411652,0.201228734,41156,7108,0.00153538
G3700430,2012-2016,North Carolina,Clay County,10730,50.8,0.961509786,0.004193849,0,0.00111836,0,0,0.00167754,0.031500466,0.002795899,0.209913259,36296,5885,0.0012712
G3700450,2012-2016,North Carolina,Cleveland County,97113,41.5,0.735617271,0.20621338,0.001997673,0.009895689,0,0.001256268,0.012964279,0.032055441,0.024116236,0.163030999,39134,44137,0.00953392
G3700470,2012-2016,North Carolina,Columbus County,57015,41.6,0.598649478,0.304060335,0.033359642,0.003121985,0.000298167,0.000912041,0.010049987,0.049548364,0.01438218,0.119786368,35847,23472,0.00507013
G3700490,2012-2016,North Carolina,Craven County,104190,36.1,0.663249832,0.209185143,0.004472598,0.026326903,0.00067185,0.001199731,0.024896823,0.069997121,0.053095307,0.224632849,47957,46231,0.00998624
G3700510,2012-2016,North Carolina,Cumberland County,325841,31.5,0.447389985,0.356983928,0.013211965,0.023256742,0.002111459,0.00280198,0.045233718,0.109010223,0.073403899,0.241133236,44810,124402,0.02687175
G3700530,2012-2016,North Carolina,Currituck County,24864,43.2,0.875482626,0.060971686,0.005630631,0.004826255,0,0.00333816,0.013915701,0.035834942,0.022080116,0.218639827,61086,12423,0.00268346
G3700550,2012-2016,North Carolina,Dare County,35187,45.3,0.877824196,0.020092648,0.001960951,0.005058686,0,0.003069315,0.022735669,0.069258533,0.030863671,0.290439197,54787,19009,0.00410608
G3700570,2012-2016,North Carolina,Davidson County,164058,41.9,0.812054274,0.089017299,0.003962013,0.013287984,0.00022553,0.000268198,0.014202294,0.066982409,0.027984006,0.181932972,44469,72013,0.01555534
G3700590,2012-2016,North Carolina,Davie County,41568,44.3,0.848970362,0.062764627,0.000481139,0.007650115,0,0.002189184,0.013784642,0.064159931,0.023623941,0.23570385,51662,21350,0.00461176
G3700610,2012-2016,North Carolina,Duplin County,59121,39.2,0.520694846,0.247746148,0.001928249,0.003061518,0,0.000389033,0.013007222,0.213172984,0.016457773,0.102615439,35364,20601,0.00444997
G3700630,2012-2016,North Carolina,Durham County,294618,34.6,0.420317157,0.371864584,0.003020861,0.046673998,0.000424278,0.001571527,0.022880476,0.13324712,0.071550279,0.469282222,54093,150543,0.0325184
G3700650,2012-2016,North Carolina,Edgecombe County,54669,40.3,0.367173352,0.566317291,0.003932759,0.00106093,0.001225557,0.001042638,0.018054107,0.041193364,0.021383234,0.103888739,32298,24653,0.00532523
G3700670,2012-2016,North Carolina,Forsyth County,364691,38,0.576839023,0.257083394,0.00183443,0.020219857,0.000523731,0.00345498,0.016254857,0.123789729,0.040453425,0.336041795,46283,172509,0.03726322
G3700690,2012-2016,North Carolina,Franklin County,62989,40.4,0.635698297,0.2559177,0.004238835,0.004127705,1.59E-05,0.000809665,0.020305133,0.07888679,0.025258378,0.20405562,44272,29902,0.00645905
G3700710,2012-2016,North Carolina,Gaston County,211753,40,0.741514878,0.152588157,0.003792154,0.014469689,1.89E-05,0.004424967,0.019310234,0.063881031,0.03822378,0.198330041,44288,94872,0.02049305
G3700730,2012-2016,North Carolina,Gates County,11615,44.6,0.62505381,0.330348687,0.008265174,0.005682307,0,0.001808007,0.016874731,0.011967284,0.024365045,0.144693754,51582,5328,0.00115089
G3700750,2012-2016,North Carolina,Graham County,8651,44.8,0.877933187,0.003930181,0.081377875,0,0.000115594,0,0.006704427,0.029938735,0.006820021,0.139906729,34778,4094,0.00088433
G3700770,2012-2016,North Carolina,Granville County,58341,41.9,0.584066094,0.304451415,0.005450712,0.00425087,0.000394234,0.002433966,0.024133971,0.074818738,0.031213041,0.194209266,50317,26920,0.00581492
G3700790,2012-2016,North Carolina,Greene County,21241,39.8,0.472152912,0.352902406,0.004519561,0.001930229,0,0.000941575,0.020479262,0.147074055,0.023351066,0.092297343,37190,8013,0.00173087
G3700810,2012-2016,North Carolina,Guilford County,511815,37.1,0.519838223,0.330472925,0.003503219,0.04568643,0.000437658,0.004458642,0.019858738,0.075744165,0.070441468,0.344595152,46896,252087,0.05445266
G3700830,2012-2016,North Carolina,Halifax County,52849,42.4,0.389032905,0.518382562,0.033775474,0.008136389,0.000454124,0.000151375,0.02414426,0.025922912,0.032886147,0.133964523,32549,24881,0.00537448
G3700850,2012-2016,North Carolina,Harnett County,126620,33.7,0.625106618,0.206499763,0.007937135,0.010203759,0.000323804,0.003901437,0.027286369,0.118741115,0.041715369,0.192630609,47930,44955,0.00971061
G3700870,2012-2016,North Carolina,Haywood County,59577,47.2,0.933313191,0.010356346,0.0026856,0.005152995,0.000218205,0.000218205,0.011917351,0.036138107,0.017506756,0.237672606,43097,30156,0.00651392
G3700890,2012-2016,North Carolina,Henderson County,110905,46.8,0.838483387,0.029295343,0.001974663,0.011054506,0.00101889,0.002912403,0.017826067,0.097434741,0.032811866,0.297223615,48138,56810,0.01227138
G3700910,2012-2016,North Carolina,Hertford County,24285,41.9,0.337533457,0.577558164,0.010006177,0.008029648,0.001688285,0.002264772,0.029689109,0.033230389,0.041671814,0.149521602,34523,10100,0.00218167
G3700930,2012-2016,North Carolina,Hoke County,51853,31.7,0.408095964,0.326172063,0.079185389,0.013480416,0.001079976,0.002912078,0.042929049,0.126145064,0.06040152,0.177507524,42704,17847,0.00385508
G3700950,2012-2016,North Carolina,Hyde County,5629,41.8,0.609877421,0.329543436,0.001776514,0.000710606,0,0,0.000177651,0.057914372,0.000888257,0.087490784,37741,2273,0.00049098
G3700970,2012-2016,North Carolina,Iredell County,167493,40.4,0.76628874,0.121043865,0.002913555,0.024001003,0.000226875,0.001820972,0.011284054,0.072420937,0.037332903,0.256841864,53937,80727,0.01743763
G3700990,2012-2016,North Carolina,Jackson County,41227,37.1,0.809954641,0.022533776,0.079365464,0.010187498,0.000218304,0.001722172,0.022169937,0.053848206,0.034297912,0.293668288,40278,18004,0.003889
G3701010,2012-2016,North Carolina,Johnston County,182155,37.7,0.691153139,0.149081826,0.003919739,0.00647251,0.000142736,0.000614861,0.017825478,0.130789712,0.025055585,0.212077829,51980,84553,0.01826407
G3701030,2012-2016,North Carolina,Jones County,10074,47,0.623883264,0.304347826,0.003176494,0.002084574,0,0.000595593,0.024022235,0.041890014,0.026702402,0.140346169,34080,5039,0.00108846
G3701050,2012-2016,North Carolina,Lee County,59540,37.6,0.583590863,0.189721196,0.006247901,0.01051394,0.000873362,0.001259657,0.016022842,0.191770239,0.028669802,0.208212035,46402,24676,0.0053302
G3701070,2012-2016,North Carolina,Lenoir County,58343,42.1,0.501191231,0.382616595,0.003273743,0.005707626,0.000582761,0.0003428,0.033834393,0.072450851,0.04046758,0.136820926,36956,25500,0.00550819
G3701090,2012-2016,North Carolina,Lincoln County,79783,42.4,0.85295113,0.050900568,0.002105712,0.005427221,0.000162942,0.001102992,0.016808092,0.070541343,0.023501247,0.197112894,49283,39449,0.00852128
G3701110,2012-2016,North Carolina,McDowell County,45013,43.1,0.879501477,0.040077311,0.005287361,0.007086842,0.000288805,0.002377091,0.007197921,0.058183192,0.016950659,0.146445601,37590,19557,0.00422446
G3701130,2012-2016,North Carolina,Macon County,33991,49,0.897060987,0.011444206,0.004736548,0.007354888,0,0.001500397,0.01182666,0.066076314,0.020681945,0.228146336,39593,17336,0.0037447
